RX Date/Time,Left Hip Yaw(field 1),Left Hip Roll(field 2),Left Hip Pitch(field 3),Left Knee Pitch(field 4),Left Ankle Pitch(field 5),Right Hip Yaw(field 6),Right Hip Roll(field 7),Right Hip Pitch(field 8),Right Knee Pitch(field 9),Right Ankle Pitch(field 10)
2025/04/01/ 21:40:49::227,-0.095126,0.871373,0.275208,-0.378155,-0.286086,0.259047,-3.568223,0.537854,1.542984,-1.797034
2025/04/01/ 21:40:49::254,-0.126454,0.883235,0.475672,-0.238946,-0.123499,0.300448,-3.494658,0.516031,1.545925,-1.8442
2025/04/01/ 21:40:49::284,-0.149734,0.820041,0.534871,0.093853,-0.054299,0.333824,-3.102837,0.449468,1.447901,-1.884471
2025/04/01/ 21:40:49::315,-0.114031,0.623138,0.670251,0.430938,-0.06039,0.362046,-2.507948,0.2582,1.262929,-1.891726
2025/04/01/ 21:40:49::344,-0.176015,0.305402,0.731876,0.856478,-0.27356,0.333586,-1.679819,0.063326,0.963645,-1.821478
2025/04/01/ 21:40:49::379,-0.210913,0.197786,0.719676,1.13806,-0.575499,0.265346,-1.113764,-0.065318,0.52935,-1.750999
2025/04/01/ 21:40:49::403,-0.257533,0.438336,0.687814,0.865659,-0.902112,0.155972,-0.880684,-0.173988,0.3994,-1.666551
2025/04/01/ 21:40:49::457,-0.293011,1.177846,0.36687,0.928663,-1.156313,-0.080434,-0.836254,-0.255906,-0.068302,-1.36566
2025/04/01/ 21:40:49::464,-0.279534,2.016887,0.387598,1.310446,-1.163574,-0.133536,-0.669634,-0.080729,-0.606899,-0.993173
2025/04/01/ 21:40:49::505,-0.072303,2.85591,0.757791,1.483696,-1.233354,-0.104573,-0.620022,-0.418467,-0.912557,-0.596832
2025/04/01/ 21:40:49::525,-0.04756,3.633719,0.799787,1.871778,-1.370111,-0.181074,-0.77938,-0.457857,-0.693577,-0.238813
2025/04/01/ 21:40:49::576,0.201903,4.028924,0.863624,2.085917,-1.531926,-0.300634,-0.986817,-0.092836,-0.770859,-0.027951
2025/04/01/ 21:40:49::583,0.206463,4.014544,0.953753,1.964272,-1.712466,-0.169225,-1.120223,0.240861,-0.623903,0.019263
2025/04/01/ 21:40:49::614,0.226194,3.570809,0.639918,1.883614,-1.875735,-0.122004,-1.183654,0.144005,-0.194513,0.02688
2025/04/01/ 21:40:49::643,0.287107,2.661352,0.390978,1.522655,-1.96517,-0.065531,-1.070556,0.310601,0.037849,-0.094897
2025/04/01/ 21:40:49::673,0.239305,1.848429,0.341926,1.069016,-1.941792,0.128669,-0.828436,0.029904,0.403154,-0.394498
2025/04/01/ 21:40:49::703,0.20162,1.419909,0.456806,0.609965,-1.837359,0.252353,-0.71504,-0.126911,0.468122,-0.79305
2025/04/01/ 21:40:49::733,0.166508,1.235466,0.555988,0.248219,-1.559716,0.146167,-1.195749,-0.017793,0.476985,-1.185984
2025/04/01/ 21:40:49::779,0.124147,1.085171,0.599142,-0.086189,-1.269895,0.183788,-1.735082,-0.10596,0.697707,-1.467591
2025/04/01/ 21:40:49::794,0.033988,0.955471,0.375564,-0.053303,-0.984199,0.279833,-2.627937,0.188025,0.811559,-1.670658
2025/04/01/ 21:40:49::823,-0.020275,0.892997,0.459267,-0.08353,-0.678189,0.255819,-3.321036,0.305259,1.161828,-1.855712
2025/04/01/ 21:40:49::853,-0.058722,1.042818,0.524075,-0.191276,-0.442801,0.225149,-3.715794,0.371843,1.341468,-1.948603
2025/04/01/ 21:40:49::902,-0.098263,1.145982,0.487289,-0.173461,-0.221568,0.324757,-3.862849,0.465142,1.272935,-2.056799
2025/04/01/ 21:40:49::914,-0.103029,1.139863,0.507073,-0.054265,-0.055971,0.335397,-3.654558,0.205775,1.393949,-2.114287
2025/04/01/ 21:40:49::943,-0.169553,1.035433,0.678309,0.241834,-0.036054,0.312437,-3.086425,0.156798,1.123074,-2.098158
2025/04/01/ 21:40:49::974,-0.196165,0.718836,0.738471,0.707084,-0.159502,0.241722,-2.247419,-0.035292,0.899585,-2.052831
2025/04/01/ 21:40:50::006,-0.22466,0.419312,0.775149,1.004131,-0.344154,0.218991,-1.591268,-0.131257,0.768243,-1.948109
2025/04/01/ 21:40:50::034,-0.275247,0.44674,0.676301,1.019711,-0.713534,0.083201,-1.193393,-0.035182,0.37675,-1.791953
2025/04/01/ 21:40:50::066,-0.281738,1.163099,0.650367,0.833129,-0.932779,-0.091473,-1.087092,-0.086429,-0.084437,-1.487349
2025/04/01/ 21:40:50::094,-0.242488,1.818455,0.569546,0.985146,-1.051316,-0.121147,-0.939206,-0.301297,-0.543835,-1.126842
2025/04/01/ 21:40:50::128,-0.186495,2.628983,0.514102,1.46225,-1.08931,-0.107116,-0.873767,-0.610595,-0.761525,-0.787781
2025/04/01/ 21:40:50::153,-0.133672,3.430539,0.690933,1.659106,-1.189395,-0.200102,-0.963353,-0.480265,-1.103125,-0.451759
2025/04/01/ 21:40:50::202,0.000682,4.084168,0.901417,1.846282,-1.326318,-0.167526,-1.098192,-0.41451,-0.78893,-0.242639
2025/04/01/ 21:40:50::213,0.038095,4.264737,0.956479,1.949669,-1.461079,-0.216044,-1.263239,-0.059232,-0.599749,-0.046619
2025/04/01/ 21:40:50::253,0.051012,3.969881,0.836203,1.958057,-1.585577,-0.125106,-1.34606,0.243835,-0.336172,0.03565
2025/04/01/ 21:40:50::273,0.131398,3.039871,0.563881,1.846752,-1.665703,-0.035791,-1.282004,0.093306,-0.05956,-0.086605
2025/04/01/ 21:40:50::323,0.193327,1.97576,0.415197,1.343568,-1.734481,0.078451,-0.987006,-0.038998,0.247635,-0.347964
2025/04/01/ 21:40:50::334,0.152417,1.405333,0.483818,0.764529,-1.615771,0.292529,-0.879952,-0.255488,0.335852,-0.708834
2025/04/01/ 21:40:50::364,0.236145,1.20327,0.509014,0.390739,-1.427683,0.224256,-1.059689,-0.210519,0.399998,-1.094187
2025/04/01/ 21:40:50::396,0.071636,1.012887,0.523016,0.075672,-1.200208,0.126552,-1.554989,-0.185912,0.496155,-1.368508
2025/04/01/ 21:40:50::423,0.020072,0.878503,0.485217,-0.177986,-0.976888,0.321088,-2.409028,-0.096017,0.784766,-1.570811
2025/04/01/ 21:40:50::456,-0.076673,0.781457,0.407106,-0.191235,-0.708306,0.192047,-2.905178,0.183662,1.080917,-1.730735
2025/04/01/ 21:40:50::483,-0.057668,0.966629,0.463037,-0.225834,-0.437058,0.146739,-3.445081,0.315693,1.344995,-1.858553
2025/04/01/ 21:40:50::516,-0.112532,1.024199,0.52782,-0.105217,-0.214593,0.226018,-3.668215,0.451038,1.346646,-1.955184
2025/04/01/ 21:40:50::543,-0.105139,1.029295,0.562905,0.082397,-0.080006,0.302513,-3.558871,0.357351,1.423146,-1.989908
2025/04/01/ 21:40:50::578,-0.181623,0.910884,0.723599,0.296113,-0.043973,0.365063,-2.945074,0.155756,1.274103,-2.041172
2025/04/01/ 21:40:50::603,-0.206303,0.68461,0.800533,0.669693,-0.149144,0.379523,-2.200897,-0.022634,0.943864,-1.991991
2025/04/01/ 21:40:50::649,-0.240782,0.367692,0.726354,1.044623,-0.285384,0.281565,-1.525838,-0.171028,0.55011,-1.896199
2025/04/01/ 21:40:50::663,-0.230011,0.256581,0.642313,1.084557,-0.706218,0.167458,-1.074379,-0.273718,0.303621,-1.814367
2025/04/01/ 21:40:50::694,-0.31654,0.78243,0.583507,0.722016,-1.056644,-0.034468,-0.955018,-0.210725,0.025467,-1.593228
2025/04/01/ 21:40:50::724,-0.29605,1.604357,0.539595,0.999308,-1.184434,-0.168798,-0.876187,-0.141097,-0.427861,-1.299946
2025/04/01/ 21:40:50::770,-0.195747,2.368739,0.552657,1.424367,-1.212352,-0.054017,-0.752442,-0.291703,-0.789909,-0.885336
2025/04/01/ 21:40:50::784,-0.124022,3.120621,0.836701,1.574276,-1.305327,-0.172644,-0.80586,-0.506108,-0.848042,-0.505183
2025/04/01/ 21:40:50::815,0.053755,3.851342,0.848184,1.866004,-1.430621,-0.268865,-1.01553,-0.398462,-0.815201,-0.219492
2025/04/01/ 21:40:50::844,0.135826,4.181351,0.940071,1.916725,-1.602029,-0.23999,-1.127473,-0.040803,-0.770538,-0.030182
2025/04/01/ 21:40:50::888,0.10721,4.036402,0.803591,1.844858,-1.775909,-0.130752,-1.252059,0.130094,-0.335289,-0.024492
2025/04/01/ 21:40:50::904,0.143819,3.285985,0.487438,1.722282,-1.93282,-0.066499,-1.277623,0.220067,-0.261475,-0.005127
2025/04/01/ 21:40:50::940,0.191477,2.246222,0.36403,1.385123,-1.980507,-0.033848,-1.084642,0.25219,0.235418,-0.241664
2025/04/01/ 21:40:50::967,0.190055,1.543514,0.460931,0.867559,-1.917888,0.216075,-0.920524,0.024342,0.493228,-0.559627
2025/04/01/ 21:40:51::002,0.202234,1.272106,0.60768,0.498771,-1.746888,0.178348,-0.975856,-0.015055,0.431869,-0.941243
2025/04/01/ 21:40:51::023,0.150134,1.071565,0.629389,0.106957,-1.441549,0.154579,-1.484133,-0.175282,0.600964,-1.30277
2025/04/01/ 21:40:51::066,0.06839,0.956061,0.440035,-0.059942,-1.162546,0.23898,-2.031861,-0.060661,0.672788,-1.549087
2025/04/01/ 21:40:51::088,-0.039996,0.871595,0.427527,-0.114564,-0.8464,0.29468,-2.832063,0.209421,0.820672,-1.757
2025/04/01/ 21:40:51::114,-0.012744,0.898565,0.477193,-0.15416,-0.580041,0.22877,-3.322177,0.235071,1.294804,-1.91092
2025/04/01/ 21:40:51::143,-0.056286,1.064182,0.522195,-0.150678,-0.346277,0.236497,-3.714503,0.444128,1.274829,-2.03554
2025/04/01/ 21:40:51::173,-0.093217,1.120935,0.571316,-0.006817,-0.14123,0.297759,-3.703021,0.343221,1.251748,-2.127425
2025/04/01/ 21:40:51::217,-0.156199,1.07604,0.564595,0.206493,-0.043791,0.302095,-3.355482,0.130327,1.25264,-2.169085
2025/04/01/ 21:40:51::233,-0.202754,0.906876,0.726915,0.409974,-0.10939,0.304336,-2.585804,0.089287,0.890746,-2.126813
2025/04/01/ 21:40:51::263,-0.23814,0.549653,0.734338,0.893765,-0.254266,0.251134,-1.893761,-0.221036,0.778244,-2.024019
2025/04/01/ 21:40:51::296,-0.271433,0.32569,0.677859,1.076561,-0.49594,0.195058,-1.316756,-0.137075,0.457082,-1.915127
2025/04/01/ 21:40:51::323,-0.244206,0.541644,0.717224,0.808077,-0.833032,0.046965,-1.075493,-0.155624,0.195783,-1.793797
2025/04/01/ 21:40:51::353,-0.331454,1.38586,0.554878,0.958096,-1.081707,-0.161437,-0.946446,-0.214202,-0.155841,-1.416929
2025/04/01/ 21:40:51::386,-0.200915,2.125206,0.597386,1.219709,-1.139164,-0.06696,-0.830866,-0.134027,-0.580209,-1.021991
2025/04/01/ 21:40:51::416,-0.103061,2.963864,0.63816,1.573266,-1.215008,-0.167466,-0.901175,-0.428565,-0.952704,-0.617898
2025/04/01/ 21:40:51::445,-0.058409,3.707909,0.72667,1.604534,-1.307304,-0.164591,-1.043551,-0.607342,-0.762364,-0.337562
2025/04/01/ 21:40:51::473,0.096472,4.230684,0.768472,1.881922,-1.447778,-0.22,-1.136281,-0.18258,-0.940982,-0.073575
2025/04/01/ 21:40:51::504,0.100197,4.278588,0.875684,1.89038,-1.601066,-0.155032,-1.309274,0.118724,-0.458879,-0.043208
2025/04/01/ 21:40:51::533,0.136764,3.745646,0.694105,1.920022,-1.735393,-0.135828,-1.270175,0.205751,-0.246231,0.022873
2025/04/01/ 21:40:51::566,0.233365,2.834476,0.530244,1.587403,-1.820493,-0.025636,-1.185417,0.279147,0.034808,-0.139811
2025/04/01/ 21:40:51::593,0.237774,1.847791,0.372694,1.201487,-1.768731,0.121525,-0.903731,-0.048521,0.341064,-0.424868
2025/04/01/ 21:40:51::643,0.213155,1.321262,0.520328,0.585736,-1.643892,0.288402,-0.872141,-0.115545,0.342584,-0.816143
2025/04/01/ 21:40:51::653,0.16408,1.082571,0.475475,0.294479,-1.453433,0.146391,-1.193727,-0.176568,0.463333,-1.150744
2025/04/01/ 21:40:51::689,0.113587,0.933266,0.428542,-0.044129,-1.181477,0.208029,-1.719097,-0.196293,0.680885,-1.411916
2025/04/01/ 21:40:51::713,0.037404,0.753944,0.351367,-0.233057,-0.954514,0.300721,-2.498025,0.096343,0.755497,-1.580329
2025/04/01/ 21:40:51::762,-0.035046,0.714316,0.461431,-0.369236,-0.672091,0.183455,-3.091042,0.200536,1.261231,-1.729574
2025/04/01/ 21:40:51::773,-0.066505,0.873978,0.357184,-0.262406,-0.378247,0.187265,-3.563511,0.422552,1.499644,-1.825436
2025/04/01/ 21:40:51::815,-0.105026,0.911838,0.459049,-0.097109,-0.158314,0.233156,-3.70611,0.600404,1.3794,-1.920839
2025/04/01/ 21:40:51::833,-0.138288,0.938022,0.522078,0.01784,-0.049675,0.307619,-3.431806,0.379298,1.519838,-1.940533
2025/04/01/ 21:40:51::863,-0.18645,0.815145,0.606418,0.297221,-0.01112,0.344937,-2.780179,0.258458,1.302415,-1.986109
2025/04/01/ 21:40:51::896,-0.194323,0.531302,0.715521,0.748727,-0.135628,0.333544,-2.051045,0.03787,1.011692,-1.926688
2025/04/01/ 21:40:51::923,-0.213301,0.238954,0.735386,1.015341,-0.364824,0.271643,-1.394524,0.002632,0.573981,-1.842962
2025/04/01/ 21:40:51::960,-0.245546,0.264237,0.647843,0.975702,-0.74201,0.154123,-1.085516,-0.112321,0.384481,-1.741857
2025/04/01/ 21:40:51::983,-0.263583,0.93514,0.473538,0.796332,-1.094092,-0.024253,-1.031375,-0.174332,0.053587,-1.490262
2025/04/01/ 21:40:52::015,-0.317768,1.676307,0.511359,0.994987,-1.155327,-0.208878,-0.927328,-0.1458,-0.608806,-1.132126
2025/04/01/ 21:40:52::043,-0.15384,2.492503,0.562833,1.397809,-1.20037,-0.101764,-0.812448,-0.494461,-0.840721,-0.793111
2025/04/01/ 21:40:52::083,-0.171019,3.345971,0.710371,1.669458,-1.306453,-0.165532,-0.8895,-0.480441,-0.951234,-0.397079
2025/04/01/ 21:40:52::103,0.031114,3.996314,0.896062,1.827105,-1.460839,-0.289267,-1.080385,-0.29021,-0.821352,-0.151384
2025/04/01/ 21:40:52::133,0.037638,4.255488,0.911098,1.922122,-1.623556,-0.212672,-1.207353,0.002513,-0.548575,-0.051635
2025/04/01/ 21:40:52::169,0.054977,3.967817,0.758456,1.778179,-1.792296,-0.149223,-1.275852,0.29356,-0.265135,-0.001776
2025/04/01/ 21:40:52::193,0.112198,3.092215,0.473272,1.602896,-1.92211,-0.083084,-1.197309,0.204097,-0.138555,-0.057369
2025/04/01/ 21:40:52::223,0.183462,1.972779,0.31814,1.26771,-1.999663,0.071557,-0.947252,0.038146,0.263561,-0.359855
2025/04/01/ 21:40:52::252,0.190244,1.457515,0.424502,0.724498,-1.878887,0.279267,-0.861756,-0.227035,0.37155,-0.730965
2025/04/01/ 21:40:52::287,0.180728,1.207152,0.624422,0.368724,-1.705075,0.160101,-1.026861,-0.116049,0.370217,-1.12282
2025/04/01/ 21:40:52::315,0.11455,1.072149,0.699385,0.065211,-1.375596,0.15509,-1.602967,-0.17585,0.557886,-1.445781
2025/04/01/ 21:40:52::344,0.046622,0.969623,0.559479,0.076683,-1.045081,0.326252,-2.308045,-0.05027,0.70611,-1.669959
2025/04/01/ 21:40:52::378,-0.017305,0.943212,0.57574,-0.01696,-0.760291,0.206169,-2.921947,0.283939,0.890013,-1.861839
2025/04/01/ 21:40:52::404,-0.016749,1.056821,0.662422,-0.086788,-0.490693,0.169879,-3.349571,0.310388,1.224179,-2.009333
2025/04/01/ 21:40:52::440,-0.102661,1.157078,0.619049,0.072586,-0.254108,0.214776,-3.61029,0.343323,1.13602,-2.14122
2025/04/01/ 21:40:52::464,-0.106713,1.113376,0.668883,0.075189,-0.117197,0.305441,-3.521182,0.20937,1.07995,-2.241768
2025/04/01/ 21:40:52::517,-0.149805,1.08311,0.742237,0.170382,-0.087522,0.345378,-3.096139,0.046199,0.906382,-2.265651
2025/04/01/ 21:40:52::525,-0.178192,0.821466,0.742077,0.594867,-0.17008,0.349427,-2.338481,-0.273928,0.863811,-2.218469
2025/04/01/ 21:40:52::563,-0.247658,0.485716,0.677557,1.047501,-0.312938,0.255163,-1.612095,-0.15491,0.583951,-2.117045
2025/04/01/ 21:40:52::584,-0.24949,0.366013,0.764984,1.049825,-0.647387,0.122019,-1.185493,-0.233117,0.181157,-1.956499
2025/04/01/ 21:40:52::614,-0.282746,0.867185,0.65526,0.858331,-0.976241,-0.058997,-1.013977,-0.237267,0.086848,-1.648339
2025/04/01/ 21:40:52::644,-0.321067,1.581382,0.624134,0.960653,-1.130698,-0.147367,-0.914244,-0.135993,-0.52358,-1.291705
2025/04/01/ 21:40:52::673,-0.161692,2.373024,0.677023,1.244543,-1.17292,-0.058295,-0.847715,-0.416322,-0.776187,-0.909098
2025/04/01/ 21:40:52::703,-0.156037,3.176736,0.660966,1.606772,-1.266665,-0.18821,-0.896483,-0.591094,-0.942894,-0.529784
2025/04/01/ 21:40:52::733,-0.033246,3.875155,0.814387,1.717633,-1.400596,-0.205046,-1.09494,-0.428729,-1.003676,-0.29573
2025/04/01/ 21:40:52::764,0.086767,4.212684,0.800601,1.918325,-1.555923,-0.222717,-1.236191,-0.072189,-0.668181,-0.118156
2025/04/01/ 21:40:52::793,0.069742,4.009086,0.846799,1.842348,-1.705014,-0.216397,-1.294996,0.040427,-0.374772,0.015591
2025/04/01/ 21:40:52::832,0.137788,3.320307,0.589622,1.77549,-1.810706,-0.07713,-1.35927,0.21685,-0.122768,-0.02949
2025/04/01/ 21:40:52::853,0.226305,2.30619,0.418871,1.464427,-1.86246,0.015451,-1.183792,0.227757,0.198499,-0.269007
2025/04/01/ 21:40:52::884,0.209302,1.616589,0.420951,0.912775,-1.761757,0.206582,-0.903189,-0.12196,0.310066,-0.561178
2025/04/01/ 21:40:52::914,0.265816,1.241808,0.453622,0.40109,-1.620492,0.19955,-1.043534,-0.228895,0.454484,-0.940916
2025/04/01/ 21:40:52::960,0.13371,1.064319,0.459461,0.028933,-1.331601,0.051613,-1.504921,-0.235099,0.53354,-1.275754
2025/04/01/ 21:40:52::973,0.056844,0.855366,0.441433,-0.152748,-1.092975,0.266687,-2.174398,0.037235,0.71514,-1.493592
2025/04/01/ 21:40:53::003,0.009578,0.718609,0.432615,-0.21743,-0.831584,0.225692,-2.831197,0.254136,0.979257,-1.667687
2025/04/01/ 21:40:53::033,-0.007083,0.841397,0.40044,-0.241392,-0.517665,0.203417,-3.382921,0.334181,1.436155,-1.806777
2025/04/01/ 21:40:53::071,-0.074558,0.960269,0.459319,-0.21514,-0.296746,0.251801,-3.71735,0.60805,1.381073,-1.915422
2025/04/01/ 21:40:53::094,-0.100796,1.026083,0.521124,-0.178885,-0.127768,0.302742,-3.662726,0.472327,1.406921,-1.974563
2025/04/01/ 21:40:53::129,-0.12399,0.917231,0.474609,0.036829,-0.056054,0.360581,-3.252054,0.257429,1.35942,-1.99526
2025/04/01/ 21:40:53::155,-0.170323,0.736802,0.58548,0.397024,-0.092434,0.381432,-2.583754,-0.003242,1.130461,-2.017096
2025/04/01/ 21:40:53::190,-0.18414,0.385702,0.635455,0.794837,-0.260111,0.363795,-1.787822,-0.079227,0.746447,-1.931593
2025/04/01/ 21:40:53::214,-0.223554,0.179214,0.64022,1.055381,-0.574144,0.237306,-1.214908,-0.162231,0.384862,-1.841429
2025/04/01/ 21:40:53::253,-0.240634,0.495891,0.603526,0.849539,-0.887188,0.077132,-1.028394,-0.227529,0.345994,-1.691853
2025/04/01/ 21:40:53::276,-0.334091,1.301352,0.546167,0.877462,-1.16953,-0.117663,-0.954927,-0.160287,-0.235583,-1.372045
2025/04/01/ 21:40:53::317,-0.214355,2.087113,0.565593,1.270625,-1.191867,-0.112233,-0.846841,-0.253128,-0.688034,-0.985657
2025/04/01/ 21:40:53::333,-0.129109,2.837862,0.667821,1.446667,-1.261556,-0.160859,-0.809276,-0.510704,-0.904382,-0.661367
2025/04/01/ 21:40:53::364,-0.106233,3.656057,0.715809,1.696015,-1.392215,-0.255534,-0.941991,-0.399337,-0.990228,-0.276471
2025/04/01/ 21:40:53::410,0.100632,4.06889,0.840781,1.796858,-1.562124,-0.214019,-1.092095,-0.277289,-0.64447,-0.125533
2025/04/01/ 21:40:53::423,0.043305,4.123099,0.84775,1.842382,-1.746562,-0.25877,-1.22275,0.162106,-0.536277,-0.00503
2025/04/01/ 21:40:53::453,0.074887,3.623121,0.698571,1.668873,-1.917336,-0.177259,-1.294397,0.186749,-0.180327,-0.006946
2025/04/01/ 21:40:53::486,0.179495,2.681172,0.395286,1.545778,-2.017588,-0.027836,-1.136798,0.326024,0.074958,-0.135441
2025/04/01/ 21:40:53::515,0.203686,1.737028,0.381961,1.052145,-2.082133,0.15816,-0.919429,0.055898,0.325024,-0.452723
2025/04/01/ 21:40:53::543,0.164433,1.30673,0.525851,0.576555,-1.887464,0.204587,-0.938358,-0.219852,0.525171,-0.848349
2025/04/01/ 21:40:53::576,0.152617,1.170241,0.542823,0.232991,-1.636454,0.125236,-1.247432,-0.064143,0.405086,-1.229786
2025/04/01/ 21:40:53::607,0.11455,1.026189,0.583773,0.049542,-1.26666,0.197749,-1.705633,-0.208915,0.519943,-1.526217
2025/04/01/ 21:40:53::634,0.042022,0.989238,0.427266,0.129319,-0.990442,0.294087,-2.518588,-0.023869,0.765193,-1.726249
2025/04/01/ 21:40:53::664,0.005023,0.92798,0.555822,-0.028838,-0.707629,0.288141,-3.084071,0.322901,0.965343,-1.91637
2025/04/01/ 21:40:53::693,-0.020762,1.04874,0.70718,-0.085683,-0.455202,0.18727,-3.555062,0.352166,1.178713,-2.037759
2025/04/01/ 21:40:53::723,-0.077271,1.145393,0.573868,0.169626,-0.249801,0.266606,-3.769902,0.326795,1.153962,-2.139205
2025/04/01/ 21:40:53::754,-0.110424,1.186556,0.6543,0.004481,-0.108221,0.329733,-3.534681,0.208948,1.032437,-2.224393
2025/04/01/ 21:40:53::784,-0.1723,1.100021,0.694664,0.218238,-0.122497,0.354035,-2.9279,-0.017001,0.870505,-2.264902
2025/04/01/ 21:40:53::836,-0.219417,0.810804,0.622066,0.77506,-0.208659,0.292741,-2.136679,-0.293896,0.817738,-2.236879
2025/04/01/ 21:40:53::845,-0.297811,0.504975,0.667729,1.077285,-0.459617,0.175483,-1.482255,-0.162281,0.390935,-2.104729
2025/04/01/ 21:40:53::879,-0.25194,0.558282,0.704669,0.891223,-0.810364,0.074223,-1.147567,-0.177056,0.241723,-1.876974
2025/04/01/ 21:40:53::905,-0.35562,1.248716,0.621525,0.786771,-1.057671,-0.161016,-1.034683,-0.197355,-0.044245,-1.562631
2025/04/01/ 21:40:53::943,-0.254807,1.896524,0.642083,1.001229,-1.166554,-0.055948,-0.920518,-0.034285,-0.535106,-1.213495
2025/04/01/ 21:40:53::963,-0.165789,2.695701,0.692204,1.289556,-1.241276,-0.137645,-0.867132,-0.399951,-0.747728,-0.825866
2025/04/01/ 21:40:54::004,-0.155026,3.504832,0.701746,1.597659,-1.363261,-0.153609,-0.995365,-0.541335,-0.837606,-0.44201
2025/04/01/ 21:40:54::031,0.07482,4.070599,0.757228,1.694306,-1.505589,-0.136607,-1.161096,-0.322644,-0.781028,-0.248705
2025/04/01/ 21:40:54::065,0.085057,4.177732,0.738034,1.774184,-1.665376,-0.196795,-1.314683,-0.009243,-0.648189,-0.089689
2025/04/01/ 21:40:54::084,0.106326,3.842021,0.624091,1.711572,-1.805804,-0.122954,-1.504463,0.154687,-0.234142,-0.066991
2025/04/01/ 21:40:54::114,0.198816,2.991823,0.442779,1.578809,-1.872743,-0.028407,-1.438637,0.206537,-0.067878,-0.108755
2025/04/01/ 21:40:54::160,0.25941,1.96225,0.374681,1.232625,-1.848563,0.129777,-1.151383,-0.017814,0.447213,-0.430016
2025/04/01/ 21:40:54::173,0.170714,1.392906,0.50767,0.728691,-1.754045,0.31511,-1.002102,-0.153882,0.52337,-0.798965
2025/04/01/ 21:40:54::203,0.210142,1.051617,0.569361,0.30644,-1.506671,0.167831,-1.181102,-0.097829,0.455753,-1.168702
2025/04/01/ 21:40:54::233,0.08834,0.882605,0.487816,0.018226,-1.247043,0.175866,-1.784852,-0.169705,0.589767,-1.438038
2025/04/01/ 21:40:54::279,0.02509,0.709382,0.357954,-0.201068,-0.984149,0.325542,-2.513476,0.008469,0.770826,-1.621694
2025/04/01/ 21:40:54::293,-0.022313,0.734974,0.305118,-0.349881,-0.712236,0.226256,-3.059542,0.131606,1.028307,-1.784709
