RX Date/Time,Left Hip Yaw(field 1),Left Hip Roll(field 2),Left Hip Pitch(field 3),Left Knee Pitch(field 4),Left Ankle Pitch(field 5),Right Hip Yaw(field 6),Right Hip Roll(field 7),Right Hip Pitch(field 8),Right Knee Pitch(field 9),Right Ankle Pitch(field 10)
2025/04/01/ 21:40:31::973,-0.081288,1.254693,0.520439,-0.103944,-0.153297,0.266841,-3.912065,0.493509,1.296736,-2.049093
2025/04/01/ 21:40:32::003,-0.136102,1.174717,0.479539,0.156092,-0.05511,0.30815,-3.543111,0.219241,1.347288,-2.044473
2025/04/01/ 21:40:32::034,-0.197752,1.010568,0.587787,0.400129,-0.077057,0.302923,-2.885203,0.017418,1.058957,-2.041868
2025/04/01/ 21:40:32::078,-0.245013,0.656466,0.655877,0.815886,-0.265448,0.256765,-2.030188,-0.157893,0.821158,-1.947206
2025/04/01/ 21:40:32::094,-0.310332,0.457056,0.604085,0.988761,-0.570554,0.145967,-1.448341,-0.048682,0.476667,-1.865403
2025/04/01/ 21:40:32::126,-0.264795,0.656819,0.615663,0.764776,-0.89665,0.031269,-1.108039,-0.118054,0.186671,-1.704161
2025/04/01/ 21:40:32::153,-0.328937,1.376451,0.543665,0.821067,-1.115459,-0.161328,-1.024693,-0.191788,-0.194824,-1.407789
2025/04/01/ 21:40:32::189,-0.252989,2.12461,0.594287,1.176344,-1.209385,-0.031771,-0.925761,-0.131639,-0.632524,-1.033531
2025/04/01/ 21:40:32::214,-0.143943,2.900937,0.669456,1.505349,-1.254516,-0.201486,-0.903224,-0.501024,-0.864625,-0.665845
2025/04/01/ 21:40:32::250,-0.13618,3.704774,0.766336,1.629471,-1.393429,-0.181909,-1.039334,-0.468511,-0.923616,-0.319724
2025/04/01/ 21:40:32::276,0.038593,3.934578,0.805443,1.68798,-1.559878,-0.248331,-1.178835,-0.160329,-0.737714,-0.114829
2025/04/01/ 21:40:32::314,-0.023814,4.002912,0.778613,1.779002,-1.728788,-0.196941,-1.345371,0.056744,-0.436567,-0.029457
2025/04/01/ 21:40:32::333,0.007779,3.542045,0.595546,1.754093,-1.889267,-0.109226,-1.352108,0.249554,-0.207798,-0.011376
2025/04/01/ 21:40:32::363,0.121697,2.707828,0.503781,1.409005,-1.991311,-0.047614,-1.228073,0.298481,-0.020593,-0.176195
2025/04/01/ 21:40:32::395,0.178284,1.790268,0.429511,1.062157,-1.960809,0.153233,-0.953735,-0.086633,0.369398,-0.47229
2025/04/01/ 21:40:32::422,0.189911,1.299192,0.509967,0.627512,-1.865238,0.203746,-0.935744,-0.215907,0.476971,-0.857924
2025/04/01/ 21:40:32::453,0.149327,1.140881,0.61702,0.222943,-1.572213,0.1725,-1.291222,-0.111697,0.346328,-1.223232
2025/04/01/ 21:40:32::483,0.075242,1.047936,0.591749,0.051952,-1.225689,0.169616,-1.784162,-0.133799,0.621964,-1.49227
2025/04/01/ 21:40:32::514,0.024088,1.021845,0.431002,0.019738,-0.938234,0.318748,-2.570739,-0.065441,0.882591,-1.707835
2025/04/01/ 21:40:32::543,-0.042803,1.025321,0.583235,-0.12024,-0.699865,0.24421,-3.103545,0.323936,0.9227,-1.908461
2025/04/01/ 21:40:32::578,-0.056183,1.146937,0.620218,-0.05264,-0.431269,0.170541,-3.634929,0.29057,1.242241,-2.028351
2025/04/01/ 21:40:32::605,-0.102963,1.20719,0.606391,0.12954,-0.224846,0.22575,-3.794905,0.346025,1.184137,-2.124245
2025/04/01/ 21:40:32::634,-0.100452,1.188988,0.676156,0.039372,-0.107501,0.281114,-3.555921,0.225793,1.126656,-2.194421
2025/04/01/ 21:40:32::664,-0.181022,1.110777,0.68278,0.28526,-0.112333,0.315538,-2.988717,-0.024758,0.99928,-2.167486
2025/04/01/ 21:40:32::693,-0.214679,0.835623,0.654448,0.766375,-0.20251,0.268748,-2.283674,-0.274731,0.780193,-2.097835
2025/04/01/ 21:40:32::723,-0.268911,0.507855,0.656504,1.061547,-0.394313,0.156253,-1.588551,-0.189405,0.386266,-1.967541
2025/04/01/ 21:40:32::753,-0.260989,0.469347,0.674596,0.926128,-0.77573,0.083573,-1.184731,-0.282379,0.267653,-1.831491
2025/04/01/ 21:40:32::784,-0.348909,1.12121,0.606797,0.852789,-1.090537,-0.122511,-1.03062,-0.272047,-0.020151,-1.55462
2025/04/01/ 21:40:32::829,-0.292352,1.902333,0.639007,1.110569,-1.197112,-0.117022,-0.903842,-0.11882,-0.583892,-1.169542
2025/04/01/ 21:40:32::844,-0.142057,2.679836,0.676484,1.468938,-1.233349,-0.064564,-0.832378,-0.540276,-0.74165,-0.841642
2025/04/01/ 21:40:32::876,-0.158242,3.452532,0.79272,1.653437,-1.334061,-0.195125,-0.925804,-0.574683,-0.982741,-0.452457
2025/04/01/ 21:40:32::904,-0.038289,4.048301,0.868804,1.781694,-1.488227,-0.218013,-1.081887,-0.328538,-0.926051,-0.185188
2025/04/01/ 21:40:32::951,0.065788,4.207405,0.913292,1.886161,-1.648107,-0.186474,-1.257318,-0.136084,-0.603129,-0.068617
2025/04/01/ 21:40:32::963,0.042839,3.871779,0.734277,1.843524,-1.807969,-0.198323,-1.352509,0.211814,-0.418684,0.05133
2025/04/01/ 21:40:33::002,0.12107,3.115278,0.537347,1.674399,-1.933671,-0.010397,-1.323236,0.196386,-0.116739,-0.098634
2025/04/01/ 21:40:33::029,0.248531,2.116619,0.430446,1.252028,-1.930804,0.071128,-1.067532,0.074961,0.397035,-0.333394
2025/04/01/ 21:40:33::064,0.152048,1.486941,0.473977,0.775033,-1.853111,0.276929,-0.900159,-0.153843,0.396026,-0.693836
2025/04/01/ 21:40:33::083,0.208374,1.279747,0.560979,0.297956,-1.644893,0.1576,-1.085948,-0.127066,0.354661,-1.082402
2025/04/01/ 21:40:33::114,0.080863,1.065848,0.561411,-0.019932,-1.324254,0.100556,-1.62857,-0.224901,0.571318,-1.378933
2025/04/01/ 21:40:33::147,0.042217,0.992985,0.367985,-0.020383,-1.068905,0.29555,-2.383981,0.051655,0.728235,-1.588599
2025/04/01/ 21:40:33::173,-0.016673,0.94473,0.449856,-0.179219,-0.750026,0.266176,-3.056813,0.200889,0.955371,-1.777372
2025/04/01/ 21:40:33::203,-0.048226,1.02211,0.501367,-0.187864,-0.506428,0.180218,-3.566411,0.265631,1.358666,-1.893934
2025/04/01/ 21:40:33::233,-0.082261,1.176959,0.427313,-0.140886,-0.272258,0.277308,-3.831777,0.506459,1.272233,-2.006282
2025/04/01/ 21:40:33::275,-0.097522,1.172766,0.522918,-0.010765,-0.103606,0.283483,-3.702649,0.320337,1.315579,-2.058808
2025/04/01/ 21:40:33::293,-0.188241,1.070621,0.600283,0.165175,-0.06079,0.295063,-3.278852,0.174713,1.203165,-2.075995
2025/04/01/ 21:40:33::323,-0.208177,0.805393,0.683269,0.50115,-0.15994,0.248346,-2.525591,-0.06606,0.948937,-2.072397
2025/04/01/ 21:40:33::357,-0.246562,0.470842,0.622769,0.915532,-0.343629,0.243569,-1.751909,-0.232576,0.722152,-1.972895
2025/04/01/ 21:40:33::384,-0.297616,0.310498,0.638139,1.005329,-0.700536,0.128599,-1.290028,-0.184157,0.281286,-1.865742
2025/04/01/ 21:40:33::413,-0.250107,0.78346,0.53073,0.757623,-0.96744,-0.006272,-1.066373,-0.203082,0.122066,-1.621428
2025/04/01/ 21:40:33::444,-0.335382,1.562344,0.609686,0.954548,-1.171395,-0.143747,-0.959951,-0.195864,-0.415523,-1.298102
2025/04/01/ 21:40:33::476,-0.227175,2.388549,0.664168,1.269162,-1.220677,-0.053825,-0.895772,-0.255046,-0.819297,-0.920715
2025/04/01/ 21:40:33::504,-0.120753,3.127234,0.683465,1.557832,-1.300157,-0.166952,-0.876358,-0.547338,-0.804204,-0.568988
2025/04/01/ 21:40:33::533,-0.180181,3.866136,0.779602,1.682032,-1.455246,-0.22113,-1.067152,-0.426401,-1.012841,-0.265113
2025/04/01/ 21:40:33::564,0.009322,4.221366,0.834316,1.760787,-1.640717,-0.20906,-1.205981,-0.055796,-0.716252,-0.104117
2025/04/01/ 21:40:33::593,-0.018852,4.068522,0.735949,1.749723,-1.805626,-0.158932,-1.299892,0.093086,-0.302733,-0.023522
2025/04/01/ 21:40:33::626,0.018121,3.405478,0.496826,1.661955,-1.960035,-0.09284,-1.289567,0.266419,-0.224601,-0.021412
2025/04/01/ 21:40:33::653,0.184864,2.341899,0.405778,1.344635,-2.051175,0.023372,-1.110597,0.207453,0.185985,-0.285326
2025/04/01/ 21:40:33::704,0.165166,1.671198,0.47296,0.891027,-2.020407,0.248522,-0.940835,-0.205415,0.431103,-0.603381
2025/04/01/ 21:40:33::715,0.216868,1.347335,0.600215,0.477779,-1.785905,0.177938,-0.98456,-0.127298,0.350821,-1.007417
2025/04/01/ 21:40:33::751,0.145508,1.164586,0.645284,0.123455,-1.47527,0.130056,-1.417137,-0.190139,0.413594,-1.35687
2025/04/01/ 21:40:33::773,0.049123,1.075835,0.492766,-0.015085,-1.156126,0.295371,-2.028241,-0.171519,0.680918,-1.620565
2025/04/01/ 21:40:33::817,-0.045225,1.07633,0.48415,-0.036582,-0.847296,0.264991,-2.74768,-0.061988,0.809738,-1.812222
2025/04/01/ 21:40:33::833,-0.019927,1.051293,0.619845,-0.065199,-0.588337,0.203118,-3.282501,0.323446,0.974672,-1.981801
2025/04/01/ 21:40:33::864,-0.054623,1.145545,0.649648,0.079032,-0.356274,0.192693,-3.719226,0.363924,1.185276,-2.101767
2025/04/01/ 21:40:33::894,-0.099099,1.271614,0.671857,0.122812,-0.163532,0.273625,-3.758132,0.279308,1.231143,-2.195898
2025/04/01/ 21:40:33::922,-0.133229,1.242448,0.719897,0.12051,-0.078855,0.265737,-3.480923,0.210736,0.994425,-2.251559
2025/04/01/ 21:40:33::958,-0.196897,1.0679,0.752659,0.352492,-0.091221,0.273341,-2.794439,-0.120303,0.834703,-2.236153
2025/04/01/ 21:40:33::983,-0.246728,0.703546,0.689309,0.825688,-0.259007,0.235291,-2.023574,-0.211529,0.713867,-2.159435
2025/04/01/ 21:40:34::026,-0.302547,0.411414,0.757046,1.078629,-0.544555,0.146556,-1.392905,-0.314172,0.285637,-2.047941
2025/04/01/ 21:40:34::043,-0.25872,0.583174,0.687727,0.887153,-0.827196,0.008196,-1.159869,-0.3,0.222261,-1.831342
2025/04/01/ 21:40:34::072,-0.420358,1.319673,0.656564,0.908213,-1.10928,-0.229376,-1.044096,-0.20344,-0.269347,-1.473573
2025/04/01/ 21:40:34::104,-0.200298,2.109109,0.735401,1.153287,-1.209264,-0.073333,-0.91644,-0.191909,-0.742236,-1.090505
2025/04/01/ 21:40:34::145,-0.217359,2.905467,0.720996,1.482605,-1.281913,-0.157929,-0.913179,-0.566061,-0.826492,-0.701037
2025/04/01/ 21:40:34::165,-0.139335,3.674233,0.751594,1.61095,-1.411244,-0.215974,-1.040514,-0.591249,-0.896817,-0.411432
2025/04/01/ 21:40:34::193,-0.075252,4.224331,0.809196,1.736469,-1.565498,-0.185439,-1.221765,-0.25748,-0.939508,-0.169895
2025/04/01/ 21:40:34::223,0.018458,4.229046,0.761899,1.768018,-1.748414,-0.230144,-1.350175,-0.009272,-0.461567,-0.086814
2025/04/01/ 21:40:34::254,0.043544,3.722832,0.647806,1.670196,-1.903008,-0.173386,-1.384737,0.274343,-0.230647,0.011241
2025/04/01/ 21:40:34::283,0.156152,2.846172,0.467256,1.492681,-2.001936,-0.040584,-1.266482,0.307787,-0.036444,-0.194441
2025/04/01/ 21:40:34::315,0.247791,1.844096,0.49251,1.158284,-1.997655,0.172357,-1.037248,-0.120047,0.431683,-0.53055
2025/04/01/ 21:40:34::343,0.171935,1.356865,0.612455,0.665644,-1.818119,0.251089,-0.98375,-0.232804,0.39605,-0.922912
2025/04/01/ 21:40:34::377,0.129991,1.238189,0.602915,0.247625,-1.544376,0.119555,-1.2802,-0.231637,0.364672,-1.289489
2025/04/01/ 21:40:34::403,0.068129,1.121332,0.499045,-0.170727,-1.170731,0.208279,-1.851897,-0.298861,0.639776,-1.550298
2025/04/01/ 21:40:34::439,-0.082589,1.072734,0.342396,-0.06808,-0.893373,0.315537,-2.612223,-0.033627,0.659452,-1.759224
2025/04/01/ 21:40:34::466,-0.011689,0.98832,0.492625,-0.071603,-0.63675,0.25894,-3.203045,0.175273,0.952177,-1.930761
2025/04/01/ 21:40:34::501,-0.058557,1.093274,0.71806,-0.137145,-0.401437,0.196092,-3.665844,0.365826,1.184765,-2.059794
2025/04/01/ 21:40:34::523,-0.109967,1.221293,0.632943,0.189643,-0.196775,0.243885,-3.743735,0.356744,1.352749,-2.157287
2025/04/01/ 21:40:34::578,-0.144145,1.203206,0.714355,0.13722,-0.037786,0.290498,-3.472098,0.243752,1.160552,-2.21546
2025/04/01/ 21:40:34::584,-0.183486,0.9991,0.76774,0.298406,-0.082595,0.285218,-2.891299,0.029802,0.862512,-2.206274
2025/04/01/ 21:40:34::613,-0.229379,0.700483,0.689991,0.720765,-0.189734,0.230915,-2.244511,-0.270515,0.76714,-2.153437
2025/04/01/ 21:40:34::646,-0.255456,0.384111,0.626554,1.033587,-0.449682,0.148179,-1.547589,-0.280936,0.344537,-2.075986
2025/04/01/ 21:40:34::674,-0.222457,0.409695,0.702076,0.823067,-0.743316,0.049224,-1.170079,-0.396355,0.209565,-1.903083
2025/04/01/ 21:40:34::707,-0.383925,1.066477,0.611094,0.912429,-1.077993,-0.151784,-1.041338,-0.274287,-0.052089,-1.618442
2025/04/01/ 21:40:34::734,-0.277589,1.74479,0.72704,1.10053,-1.21888,-0.075649,-0.926525,-0.041896,-0.497348,-1.27195
2025/04/01/ 21:40:34::769,-0.211693,2.594326,0.848642,1.379946,-1.289565,-0.141466,-0.898388,-0.386682,-0.7919,-0.880064
2025/04/01/ 21:40:34::794,-0.174103,3.384261,0.77759,1.632769,-1.404336,-0.190735,-1.018327,-0.591468,-0.890061,-0.477309
2025/04/01/ 21:40:34::824,-0.12351,4.02129,0.790755,1.626247,-1.568514,-0.210324,-1.187891,-0.337555,-0.978523,-0.228814
2025/04/01/ 21:40:34::854,-0.005053,4.187501,0.763708,1.691225,-1.759209,-0.19395,-1.337297,-0.071529,-0.605854,-0.119778
2025/04/01/ 21:40:34::896,-0.012762,3.833969,0.624337,1.65174,-1.935043,-0.166735,-1.420734,0.092269,-0.239209,-0.035574
2025/04/01/ 21:40:34::915,0.078514,3.140338,0.47089,1.486244,-2.058298,-0.045376,-1.330238,0.160436,-0.114451,-0.099016
2025/04/01/ 21:40:34::943,0.231984,2.018544,0.397376,1.233857,-2.112949,0.094102,-1.083453,0.110812,0.39706,-0.415912
2025/04/01/ 21:40:34::973,0.155663,1.503656,0.4848,0.802759,-1.98808,0.290828,-0.997748,-0.286986,0.60983,-0.776043
2025/04/01/ 21:40:35::017,0.190836,1.258845,0.57877,0.393265,-1.764771,0.209943,-1.134938,-0.07027,0.358674,-1.17358
2025/04/01/ 21:40:35::033,0.092499,1.133993,0.642234,-0.056601,-1.31614,0.157285,-1.57117,-0.22398,0.478246,-1.493219
2025/04/01/ 21:40:35::064,0.022758,1.08755,0.385806,0.067206,-1.016706,0.29816,-2.294279,-0.157116,0.670768,-1.645202
2025/04/01/ 21:40:35::094,-0.020357,1.022951,0.470695,-0.117521,-0.73215,0.26267,-2.990925,0.048494,0.849753,-1.879122
2025/04/01/ 21:40:35::138,-0.048451,1.082152,0.723709,-0.245061,-0.48957,0.161769,-3.464417,0.311591,1.034928,-2.019059
2025/04/01/ 21:40:35::154,-0.079418,1.196808,0.554008,0.225917,-0.232703,0.218423,-3.729319,0.266675,1.285715,-2.116132
2025/04/01/ 21:40:35::189,-0.104088,1.249425,0.66927,0.121609,-0.075807,0.242255,-3.603733,0.288217,1.146425,-2.193485
2025/04/01/ 21:40:35::216,-0.184833,1.134178,0.813414,0.124426,-0.031575,0.225787,-3.125868,0.130073,0.970948,-2.197415
2025/04/01/ 21:40:35::250,-0.227337,0.87632,0.703701,0.549979,-0.154198,0.195874,-2.399607,-0.180011,0.874982,-2.109839
2025/04/01/ 21:40:35::274,-0.285911,0.511181,0.675459,0.932241,-0.36907,0.160431,-1.665318,-0.16418,0.445663,-2.004416
2025/04/01/ 21:40:35::314,-0.26104,0.372972,0.763175,0.876262,-0.686521,0.038149,-1.21287,-0.351853,0.312876,-1.91766
2025/04/01/ 21:40:35::333,-0.275921,0.823177,0.628156,0.869641,-1.005543,-0.066767,-1.061798,-0.247612,0.077538,-1.672652
2025/04/01/ 21:40:35::363,-0.356576,1.723568,0.815365,1.215862,-1.089705,-0.174371,-0.964922,-0.03992,-0.731358,-1.194219
2025/04/01/ 21:40:35::394,-0.119027,2.558515,0.867389,1.528836,-1.141416,-0.154327,-0.87397,-0.783332,-0.529794,-0.859738
2025/04/01/ 21:40:35::423,-0.164834,3.490672,0.988286,1.801054,-1.214476,-0.235443,-0.81136,-0.630917,-1.086308,-0.472251
2025/04/01/ 21:40:35::459,-0.142414,4.084734,1.048983,1.979845,-1.33647,-0.242887,-1.04878,-0.490041,-1.046218,-0.264075
2025/04/01/ 21:40:35::483,-0.107219,4.308766,0.947253,2.049615,-1.511387,-0.16494,-1.280014,-0.293056,-0.696904,-0.103906
2025/04/01/ 21:40:35::514,-0.091736,4.071795,0.863193,1.914453,-1.657349,-0.189727,-1.336878,-0.039561,-0.508533,0.020321
2025/04/01/ 21:40:35::544,-0.043389,3.417998,0.658718,1.705499,-1.783188,-0.048756,-1.32442,0.211577,-0.321144,0.000785
2025/04/01/ 21:40:35::577,0.100119,2.349057,0.433416,1.500798,-1.855756,0.039471,-1.098857,-0.117759,0.178498,-0.281579
2025/04/01/ 21:40:35::603,0.080301,1.630555,0.432286,1.018751,-1.858261,0.254269,-0.865333,-0.236287,0.290082,-0.612262
2025/04/01/ 21:40:35::638,0.221619,1.257856,0.560453,0.543088,-1.660174,0.202562,-0.923266,-0.2507,0.331107,-1.032843
2025/04/01/ 21:40:35::665,0.12142,1.004625,0.590187,0.200086,-1.364319,0.122927,-1.378648,-0.227545,0.519214,-1.347225
2025/04/01/ 21:40:35::694,-0.009504,0.89022,0.641093,-0.082323,-1.107878,0.266424,-2.068305,-0.177819,0.574988,-1.587358
2025/04/01/ 21:40:35::723,-0.004608,0.729649,0.382431,-0.005099,-0.831671,0.290464,-2.635196,0.058438,0.745916,-1.770047
2025/04/01/ 21:40:35::753,0.006648,0.792171,0.56211,-0.209424,-0.571262,0.228216,-3.170124,0.182589,1.156379,-1.929947
2025/04/01/ 21:40:35::783,-0.054903,0.980191,0.689776,-0.150479,-0.324658,0.241234,-3.497515,0.404238,1.250887,-2.066941
2025/04/01/ 21:40:35::815,-0.079848,1.012015,0.597549,0.179002,-0.124633,0.230533,-3.489294,0.305377,1.358429,-2.186526
2025/04/01/ 21:40:35::843,-0.137647,0.970909,0.716805,0.259595,-0.004556,0.28666,-3.222817,0.272732,1.111871,-2.225525
2025/04/01/ 21:40:35::893,-0.172786,0.711427,0.837698,0.505547,-0.111135,0.296086,-2.586856,-0.006618,0.934919,-2.217895
2025/04/01/ 21:40:35::903,-0.218326,0.394109,0.760907,0.925404,-0.261852,0.215559,-1.841191,-0.304712,0.681273,-2.161427
2025/04/01/ 21:40:35::940,-0.291036,0.236486,0.722769,1.074506,-0.564764,0.123533,-1.263309,-0.227272,0.277579,-2.053322
2025/04/01/ 21:40:35::963,-0.264262,0.468332,0.674553,0.771185,-0.881008,0.0196,-1.007135,-0.302292,0.107746,-1.825113
2025/04/01/ 21:40:36::009,-0.419522,1.213751,0.582434,0.889983,-1.131882,-0.22179,-0.991142,-0.235759,-0.248287,-1.501715
2025/04/01/ 21:40:36::024,-0.206191,1.959899,0.743543,1.155521,-1.247003,-0.107545,-0.925031,-0.133829,-0.70469,-1.116241
2025/04/01/ 21:40:36::065,-0.189955,2.81397,0.823846,1.433957,-1.307675,-0.148523,-0.87179,-0.517383,-0.766526,-0.749353
2025/04/01/ 21:40:36::094,-0.162733,3.696702,0.767825,1.719128,-1.455548,-0.221071,-1.037241,-0.52714,-0.949377,-0.367732
2025/04/01/ 21:40:36::114,-0.015327,4.092507,0.902561,1.687134,-1.613863,-0.217625,-1.114782,-0.248526,-0.839124,-0.193977
2025/04/01/ 21:40:36::143,-0.010481,4.174639,0.800934,1.804833,-1.771036,-0.193451,-1.390388,0.004983,-0.524164,-0.047328
2025/04/01/ 21:40:36::173,0.023495,3.603328,0.632823,1.719739,-1.934092,-0.155622,-1.328974,0.197283,-0.208108,0.015027
2025/04/01/ 21:40:36::208,0.108819,2.776951,0.509687,1.414929,-2.011954,-0.008278,-1.250593,0.19562,0.037729,-0.135241
2025/04/01/ 21:40:36::233,0.26538,1.848931,0.45442,1.110287,-2.024943,0.166907,-0.932803,-0.082346,0.462257,-0.511681
2025/04/01/ 21:40:36::263,0.140756,1.379724,0.556488,0.667421,-1.882001,0.127273,-0.90301,-0.165529,0.415647,-0.875519
2025/04/01/ 21:40:36::293,0.181361,1.252381,0.6581,0.262867,-1.620479,0.150483,-1.276901,-0.144356,0.336493,-1.251288
2025/04/01/ 21:40:36::338,0.100799,1.105349,0.597554,-0.056288,-1.257452,0.193578,-1.778179,-0.178456,0.641534,-1.513229
2025/04/01/ 21:40:36::353,-0.028197,1.063626,0.388571,-0.001273,-0.938752,0.285358,-2.503126,-0.065809,0.735149,-1.68068
2025/04/01/ 21:40:36::384,-0.017927,1.074164,0.451159,-0.155653,-0.644027,0.25947,-3.132045,0.253357,0.893979,-1.85037
2025/04/01/ 21:40:36::419,-0.035793,1.093886,0.588369,-0.120905,-0.437287,0.205509,-3.57724,0.384385,1.09205,-1.965701
2025/04/01/ 21:40:36::443,-0.088198,1.237112,0.516146,0.093219,-0.220554,0.270745,-3.764155,0.294317,1.312683,-2.067744
2025/04/01/ 21:40:36::476,-0.145289,1.214478,0.621873,0.065943,-0.099579,0.301967,-3.574861,0.300338,1.213973,-2.122508
2025/04/01/ 21:40:36::503,-0.194552,1.061532,0.753493,0.171783,-0.100331,0.303802,-2.992972,0.139174,1.03171,-2.092223
2025/04/01/ 21:40:36::532,-0.236977,0.743426,0.61823,0.770993,-0.180525,0.273535,-2.19539,-0.15344,0.897112,-2.014042
2025/04/01/ 21:40:36::564,-0.267767,0.388433,0.586273,1.035279,-0.427912,0.174156,-1.493189,-0.099803,0.468446,-1.913614
2025/04/01/ 21:40:36::593,-0.245991,0.382527,0.675905,0.790666,-0.733537,0.085655,-1.122989,-0.243265,0.311411,-1.765942
2025/04/01/ 21:40:36::627,-0.350869,1.057772,0.572483,0.810642,-1.050207,-0.116562,-1.035617,-0.235813,-0.04532,-1.503013
2025/04/01/ 21:40:36::655,-0.260321,1.774909,0.587107,1.151901,-1.128621,-0.167307,-0.921311,-0.160078,-0.457199,-1.132503
2025/04/01/ 21:40:36::689,-0.162535,2.630822,0.720585,1.451201,-1.181019,-0.119469,-0.873745,-0.450811,-0.829334,-0.774464
2025/04/01/ 21:40:36::714,-0.148177,3.495347,0.839898,1.705892,-1.266334,-0.186938,-0.935237,-0.574947,-1.020956,-0.381001
2025/04/01/ 21:40:36::770,-0.079093,4.008448,0.858079,1.881695,-1.414949,-0.23678,-1.071029,-0.446687,-0.866202,-0.186064
2025/04/01/ 21:40:36::773,0.004105,4.229951,0.954555,1.902921,-1.579333,-0.186355,-1.245212,-0.041876,-0.656983,-0.047554
2025/04/01/ 21:40:36::813,-0.012542,3.957131,0.757566,1.829386,-1.746656,-0.133157,-1.3051,0.17589,-0.337683,0.001268
2025/04/01/ 21:40:36::833,0.053375,3.153731,0.480505,1.695112,-1.876048,-0.105281,-1.290337,0.080797,-0.116,-0.051076
2025/04/01/ 21:40:36::863,0.212907,2.016601,0.358995,1.267455,-1.973664,0.071308,-0.999438,-0.040728,0.300778,-0.363752
2025/04/01/ 21:40:36::893,0.105989,1.507809,0.539453,0.784593,-1.826587,0.277631,-0.926024,-0.207768,0.460392,-0.712148
2025/04/01/ 21:40:36::923,0.162137,1.188802,0.633313,0.3733,-1.649741,0.164335,-1.045942,-0.184392,0.39811,-1.124017
2025/04/01/ 21:40:36::953,0.075996,1.049915,0.616251,0.050196,-1.335258,0.14986,-1.651253,-0.168767,0.587138,-1.444649
2025/04/01/ 21:40:36::983,0.014179,0.947461,0.494883,-0.022111,-1.046156,0.311908,-2.350777,-0.092054,0.683815,-1.674554
2025/04/01/ 21:40:37::013,-0.018378,0.917439,0.465386,-0.057705,-0.740863,0.249004,-2.901687,0.094391,0.831922,-1.885421
2025/04/01/ 21:40:37::043,-0.019204,1.001395,0.591463,-0.14549,-0.45724,0.212238,-3.454934,0.271137,1.148691,-2.038604
2025/04/01/ 21:40:37::088,-0.049033,1.079215,0.670845,0.107204,-0.238379,0.275526,-3.715806,0.351306,1.170478,-2.172575
2025/04/01/ 21:40:37::102,-0.088082,0.983276,0.732681,0.491582,-0.142229,0.277094,-3.147151,0.212988,1.058796,-2.264673
2025/04/01/ 21:40:37::133,-0.136581,0.960524,0.922952,0.331115,-0.178925,0.354673,-2.798,0.121561,0.828648,-2.283662
2025/04/01/ 21:40:37::163,-0.19694,0.651751,0.816657,0.820047,-0.226119,0.274643,-2.067558,-0.317568,0.816968,-2.28384
2025/04/01/ 21:40:37::209,-0.251218,0.344942,0.723555,1.045727,-0.434922,0.19703,-1.417232,-0.30401,0.360337,-2.19523
2025/04/01/ 21:40:37::223,-0.296621,0.325047,0.770132,0.871042,-0.777197,0.106042,-1.093227,-0.365749,0.073624,-2.029504
2025/04/01/ 21:40:37::254,-0.324965,0.835186,0.547597,0.792506,-1.048698,-0.10156,-1.000136,-0.377061,-0.019395,-1.724818
2025/04/01/ 21:40:37::285,-0.324204,1.523497,0.595353,0.991003,-1.180175,-0.215709,-0.944128,0.036582,-0.470229,-1.331089
2025/04/01/ 21:40:37::318,-0.181642,2.288841,0.890989,1.125395,-1.294979,-0.151958,-0.943531,-0.285619,-0.653639,-0.946897
2025/04/01/ 21:40:37::344,-0.206493,3.16982,0.756004,1.494528,-1.464497,-0.178061,-1.033222,-0.479563,-0.633025,-0.520566
2025/04/01/ 21:40:37::377,-0.098285,3.803758,0.837017,1.527118,-1.637105,-0.234736,-1.137468,-0.324788,-0.800302,-0.294374
2025/04/01/ 21:40:37::403,-0.068902,4.143641,0.744608,1.664996,-1.78719,-0.1755,-1.389575,-0.126718,-0.732572,-0.213923
2025/04/01/ 21:40:37::445,-0.0007,3.994633,0.601502,1.613455,-1.943422,-0.177752,-1.45641,0.149898,-0.501717,-0.0699
2025/04/01/ 21:40:37::464,0.083283,3.434416,0.443057,1.485036,-2.055727,-0.118882,-1.407611,0.155489,-0.11452,-0.056431
2025/04/01/ 21:40:37::502,0.217335,2.401488,0.382511,1.249097,-2.083868,0.013027,-1.17915,0.214042,0.201978,-0.297974
2025/04/01/ 21:40:37::524,0.25121,1.579099,0.406338,0.906925,-2.015154,0.241631,-0.953048,-0.13671,0.543774,-0.626568
2025/04/01/ 21:40:37::564,0.158134,1.288438,0.596965,0.480832,-1.789485,0.191453,-1.019962,-0.022869,0.46724,-1.013749
2025/04/01/ 21:40:37::584,0.12715,1.150543,0.715874,0.026226,-1.430637,0.112063,-1.454149,-0.110676,0.462206,-1.361391
2025/04/01/ 21:40:37::613,0.060089,1.047425,0.350534,0.071074,-1.14,0.258325,-2.019499,-0.088344,0.620918,-1.567883
2025/04/01/ 21:40:37::643,-0.01189,1.000462,0.341773,-0.058108,-0.829227,0.306702,-2.696231,0.07983,0.818735,-1.755219
2025/04/01/ 21:40:37::673,-0.019575,1.050797,0.504137,-0.228472,-0.583869,0.262267,-3.268828,0.295814,1.069476,-1.894747
